itemid,datasetid,hasbird
a095_100_110,TUT-acoustic-scenes-2017,0
a095_110_120,TUT-acoustic-scenes-2017,0
a095_90_100,TUT-acoustic-scenes-2017,0
a095_140_150,TUT-acoustic-scenes-2017,0
a095_130_140,TUT-acoustic-scenes-2017,0
a095_120_130,TUT-acoustic-scenes-2017,0
b088_70_80,TUT-acoustic-scenes-2017,0
b088_80_90,TUT-acoustic-scenes-2017,0
b088_60_70,TUT-acoustic-scenes-2017,0
b088_180_190,TUT-acoustic-scenes-2017,0
b088_190_200,TUT-acoustic-scenes-2017,0
b088_200_210,TUT-acoustic-scenes-2017,0
b088_110_120,TUT-acoustic-scenes-2017,0
b088_90_100,TUT-acoustic-scenes-2017,0
b088_100_110,TUT-acoustic-scenes-2017,0
b088_10_20,TUT-acoustic-scenes-2017,0
b088_0_10,TUT-acoustic-scenes-2017,0
b088_20_30,TUT-acoustic-scenes-2017,0
b088_160_170,TUT-acoustic-scenes-2017,0
b088_170_180,TUT-acoustic-scenes-2017,0
b088_150_160,TUT-acoustic-scenes-2017,0
b088_230_240,TUT-acoustic-scenes-2017,0
b088_220_230,TUT-acoustic-scenes-2017,0
b088_210_220,TUT-acoustic-scenes-2017,0
b045_40_50,TUT-acoustic-scenes-2017,0
b045_50_60,TUT-acoustic-scenes-2017,0
b045_30_40,TUT-acoustic-scenes-2017,0
b045_190_200,TUT-acoustic-scenes-2017,0
b045_200_210,TUT-acoustic-scenes-2017,0
b045_180_190,TUT-acoustic-scenes-2017,0
b045_10_20,TUT-acoustic-scenes-2017,0
b045_20_30,TUT-acoustic-scenes-2017,0
b045_0_10,TUT-acoustic-scenes-2017,0
b045_140_150,TUT-acoustic-scenes-2017,0
b045_120_130,TUT-acoustic-scenes-2017,0
b045_130_140,TUT-acoustic-scenes-2017,0
b045_100_110,TUT-acoustic-scenes-2017,0
b045_110_120,TUT-acoustic-scenes-2017,0
b045_90_100,TUT-acoustic-scenes-2017,0
b045_70_80,TUT-acoustic-scenes-2017,0
b045_60_70,TUT-acoustic-scenes-2017,0
b045_80_90,TUT-acoustic-scenes-2017,0
b055_137_147,TUT-acoustic-scenes-2017,0
b055_147_157,TUT-acoustic-scenes-2017,0
b055_157_167,TUT-acoustic-scenes-2017,0
b055_117_127,TUT-acoustic-scenes-2017,0
b055_107_117,TUT-acoustic-scenes-2017,0
b055_127_137,TUT-acoustic-scenes-2017,0
b055_80_90,TUT-acoustic-scenes-2017,0
b055_70_80,TUT-acoustic-scenes-2017,0
b055_60_70,TUT-acoustic-scenes-2017,0
b055_10_20,TUT-acoustic-scenes-2017,0
b055_0_10,TUT-acoustic-scenes-2017,0
b055_20_30,TUT-acoustic-scenes-2017,0
b055_50_60,TUT-acoustic-scenes-2017,0
b055_30_40,TUT-acoustic-scenes-2017,0
b055_40_50,TUT-acoustic-scenes-2017,0
b089_50_60,TUT-acoustic-scenes-2017,0
b089_40_50,TUT-acoustic-scenes-2017,0
b089_30_40,TUT-acoustic-scenes-2017,0
b089_20_30,TUT-acoustic-scenes-2017,0
b089_0_10,TUT-acoustic-scenes-2017,0
b089_10_20,TUT-acoustic-scenes-2017,0
b089_170_180,TUT-acoustic-scenes-2017,0
b089_160_170,TUT-acoustic-scenes-2017,0
b089_150_160,TUT-acoustic-scenes-2017,0
b089_120_130,TUT-acoustic-scenes-2017,0
b089_130_140,TUT-acoustic-scenes-2017,0
b089_140_150,TUT-acoustic-scenes-2017,0
b089_70_80,TUT-acoustic-scenes-2017,0
b089_60_70,TUT-acoustic-scenes-2017,0
b089_80_90,TUT-acoustic-scenes-2017,0
b089_100_110,TUT-acoustic-scenes-2017,0
b089_110_120,TUT-acoustic-scenes-2017,0
b089_90_100,TUT-acoustic-scenes-2017,0
b089_210_220,TUT-acoustic-scenes-2017,0
b089_230_240,TUT-acoustic-scenes-2017,0
b089_220_230,TUT-acoustic-scenes-2017,0
b089_200_210,TUT-acoustic-scenes-2017,0
b089_190_200,TUT-acoustic-scenes-2017,0
b089_180_190,TUT-acoustic-scenes-2017,0
a133_130_140,TUT-acoustic-scenes-2017,0
a133_140_150,TUT-acoustic-scenes-2017,0
a133_120_130,TUT-acoustic-scenes-2017,0
a133_190_200,TUT-acoustic-scenes-2017,0
a133_200_210,TUT-acoustic-scenes-2017,0
a133_180_190,TUT-acoustic-scenes-2017,0
a133_160_170,TUT-acoustic-scenes-2017,0
a133_170_180,TUT-acoustic-scenes-2017,0
a133_150_160,TUT-acoustic-scenes-2017,0
a133_0_10,TUT-acoustic-scenes-2017,0
a133_10_20,TUT-acoustic-scenes-2017,0
a133_20_30,TUT-acoustic-scenes-2017,0
a133_50_60,TUT-acoustic-scenes-2017,0
a133_40_50,TUT-acoustic-scenes-2017,0
a133_30_40,TUT-acoustic-scenes-2017,0
a133_60_70,TUT-acoustic-scenes-2017,0
a133_80_90,TUT-acoustic-scenes-2017,0
a133_70_80,TUT-acoustic-scenes-2017,0
a062_130_140,TUT-acoustic-scenes-2017,0
a062_140_150,TUT-acoustic-scenes-2017,0
a062_120_130,TUT-acoustic-scenes-2017,0
a062_20_30,TUT-acoustic-scenes-2017,0
a062_10_20,TUT-acoustic-scenes-2017,0
a062_0_10,TUT-acoustic-scenes-2017,0
a062_60_70,TUT-acoustic-scenes-2017,0
a062_80_90,TUT-acoustic-scenes-2017,0
a062_70_80,TUT-acoustic-scenes-2017,0
a062_100_110,TUT-acoustic-scenes-2017,0
a062_110_120,TUT-acoustic-scenes-2017,0
a062_90_100,TUT-acoustic-scenes-2017,0
a062_170_180,TUT-acoustic-scenes-2017,0
a062_150_160,TUT-acoustic-scenes-2017,0
a062_160_170,TUT-acoustic-scenes-2017,0
a062_50_60,TUT-acoustic-scenes-2017,0
a062_30_40,TUT-acoustic-scenes-2017,0
a062_40_50,TUT-acoustic-scenes-2017,0
a137_70_80,TUT-acoustic-scenes-2017,0
a137_60_70,TUT-acoustic-scenes-2017,0
a137_80_90,TUT-acoustic-scenes-2017,0
a137_110_120,TUT-acoustic-scenes-2017,0
a137_100_110,TUT-acoustic-scenes-2017,0
a137_90_100,TUT-acoustic-scenes-2017,0
a137_10_20,TUT-acoustic-scenes-2017,0
a137_20_30,TUT-acoustic-scenes-2017,0
a137_0_10,TUT-acoustic-scenes-2017,0
a137_170_180,TUT-acoustic-scenes-2017,0
a137_160_170,TUT-acoustic-scenes-2017,0
a137_150_160,TUT-acoustic-scenes-2017,0
a137_260_270,TUT-acoustic-scenes-2017,0
a137_240_250,TUT-acoustic-scenes-2017,0
a137_250_260,TUT-acoustic-scenes-2017,0
a137_270_280,TUT-acoustic-scenes-2017,0
a137_290_300,TUT-acoustic-scenes-2017,0
a137_280_290,TUT-acoustic-scenes-2017,0
a137_200_210,TUT-acoustic-scenes-2017,0
a137_180_190,TUT-acoustic-scenes-2017,0
a137_190_200,TUT-acoustic-scenes-2017,0
a137_50_60,TUT-acoustic-scenes-2017,0
a137_40_50,TUT-acoustic-scenes-2017,0
a137_30_40,TUT-acoustic-scenes-2017,0
a137_220_230,TUT-acoustic-scenes-2017,0
a137_210_220,TUT-acoustic-scenes-2017,0
a137_230_240,TUT-acoustic-scenes-2017,0
a110_230_240,TUT-acoustic-scenes-2017,0
a110_210_220,TUT-acoustic-scenes-2017,0
a110_220_230,TUT-acoustic-scenes-2017,0
a110_70_80,TUT-acoustic-scenes-2017,0
a110_60_70,TUT-acoustic-scenes-2017,0
a110_80_90,TUT-acoustic-scenes-2017,0
a110_100_110,TUT-acoustic-scenes-2017,0
a110_110_120,TUT-acoustic-scenes-2017,0
a110_90_100,TUT-acoustic-scenes-2017,0
a110_290_300,TUT-acoustic-scenes-2017,0
a110_270_280,TUT-acoustic-scenes-2017,0
a110_280_290,TUT-acoustic-scenes-2017,0
a110_260_270,TUT-acoustic-scenes-2017,0
a110_250_260,TUT-acoustic-scenes-2017,0
a110_240_250,TUT-acoustic-scenes-2017,0
a110_130_140,TUT-acoustic-scenes-2017,0
a110_140_150,TUT-acoustic-scenes-2017,0
a110_120_130,TUT-acoustic-scenes-2017,0
a110_170_180,TUT-acoustic-scenes-2017,0
a110_160_170,TUT-acoustic-scenes-2017,0
a110_150_160,TUT-acoustic-scenes-2017,0
a110_180_190,TUT-acoustic-scenes-2017,0
a110_200_210,TUT-acoustic-scenes-2017,0
a110_190_200,TUT-acoustic-scenes-2017,0
a110_50_60,TUT-acoustic-scenes-2017,0
a110_30_40,TUT-acoustic-scenes-2017,0
a110_40_50,TUT-acoustic-scenes-2017,0
a113_265_275,TUT-acoustic-scenes-2017,0
a113_245_255,TUT-acoustic-scenes-2017,0
a113_255_265,TUT-acoustic-scenes-2017,0
a113_50_60,TUT-acoustic-scenes-2017,0
a113_30_40,TUT-acoustic-scenes-2017,0
a113_40_50,TUT-acoustic-scenes-2017,0
a113_215_225,TUT-acoustic-scenes-2017,0
a113_235_245,TUT-acoustic-scenes-2017,0
a113_225_235,TUT-acoustic-scenes-2017,0
a113_110_120,TUT-acoustic-scenes-2017,0
a113_100_110,TUT-acoustic-scenes-2017,0
a113_90_100,TUT-acoustic-scenes-2017,0
a113_70_80,TUT-acoustic-scenes-2017,0
a113_80_90,TUT-acoustic-scenes-2017,0
a113_60_70,TUT-acoustic-scenes-2017,0
a113_155_165,TUT-acoustic-scenes-2017,0
a113_165_175,TUT-acoustic-scenes-2017,0
a113_175_185,TUT-acoustic-scenes-2017,0
a113_185_195,TUT-acoustic-scenes-2017,0
a113_205_215,TUT-acoustic-scenes-2017,0
a113_195_205,TUT-acoustic-scenes-2017,0
a105_270_280,TUT-acoustic-scenes-2017,0
a105_280_290,TUT-acoustic-scenes-2017,0
a105_290_300,TUT-acoustic-scenes-2017,0
a105_230_240,TUT-acoustic-scenes-2017,0
a105_210_220,TUT-acoustic-scenes-2017,0
a105_220_230,TUT-acoustic-scenes-2017,0
a105_90_100,TUT-acoustic-scenes-2017,0
a105_100_110,TUT-acoustic-scenes-2017,0
a105_110_120,TUT-acoustic-scenes-2017,0
a105_30_40,TUT-acoustic-scenes-2017,0
a105_40_50,TUT-acoustic-scenes-2017,0
a105_50_60,TUT-acoustic-scenes-2017,0
a105_160_170,TUT-acoustic-scenes-2017,0
a105_170_180,TUT-acoustic-scenes-2017,0
a105_150_160,TUT-acoustic-scenes-2017,0
a105_10_20,TUT-acoustic-scenes-2017,0
a105_0_10,TUT-acoustic-scenes-2017,0
a105_20_30,TUT-acoustic-scenes-2017,0
a105_190_200,TUT-acoustic-scenes-2017,0
a105_200_210,TUT-acoustic-scenes-2017,0
a105_180_190,TUT-acoustic-scenes-2017,0
a105_130_140,TUT-acoustic-scenes-2017,0
a105_140_150,TUT-acoustic-scenes-2017,0
a105_120_130,TUT-acoustic-scenes-2017,0
a116_10_20,TUT-acoustic-scenes-2017,0
a116_0_10,TUT-acoustic-scenes-2017,0
a116_20_30,TUT-acoustic-scenes-2017,0
a116_128_138,TUT-acoustic-scenes-2017,0
a116_118_128,TUT-acoustic-scenes-2017,0
a116_108_118,TUT-acoustic-scenes-2017,0
a116_158_168,TUT-acoustic-scenes-2017,0
a116_148_158,TUT-acoustic-scenes-2017,0
a116_138_148,TUT-acoustic-scenes-2017,0
a116_98_108,TUT-acoustic-scenes-2017,0
a116_78_88,TUT-acoustic-scenes-2017,0
a116_88_98,TUT-acoustic-scenes-2017,0
a116_68_78,TUT-acoustic-scenes-2017,0
a116_58_68,TUT-acoustic-scenes-2017,0
a116_48_58,TUT-acoustic-scenes-2017,0
b103_120_130,TUT-acoustic-scenes-2017,0
b103_140_150,TUT-acoustic-scenes-2017,0
b103_130_140,TUT-acoustic-scenes-2017,0
b103_0_10,TUT-acoustic-scenes-2017,0
b103_10_20,TUT-acoustic-scenes-2017,0
b103_20_30,TUT-acoustic-scenes-2017,0
b103_110_120,TUT-acoustic-scenes-2017,0
b103_90_100,TUT-acoustic-scenes-2017,0
b103_100_110,TUT-acoustic-scenes-2017,0
b103_60_70,TUT-acoustic-scenes-2017,0
b103_80_90,TUT-acoustic-scenes-2017,0
b103_70_80,TUT-acoustic-scenes-2017,0
b103_30_40,TUT-acoustic-scenes-2017,0
b103_40_50,TUT-acoustic-scenes-2017,0
b103_50_60,TUT-acoustic-scenes-2017,0
b106_40_50,TUT-acoustic-scenes-2017,0
b106_30_40,TUT-acoustic-scenes-2017,0
b106_50_60,TUT-acoustic-scenes-2017,0
b106_10_20,TUT-acoustic-scenes-2017,0
b106_20_30,TUT-acoustic-scenes-2017,0
b106_0_10,TUT-acoustic-scenes-2017,0
b106_100_110,TUT-acoustic-scenes-2017,0
b106_110_120,TUT-acoustic-scenes-2017,0
b106_90_100,TUT-acoustic-scenes-2017,0
b106_140_150,TUT-acoustic-scenes-2017,0
b106_120_130,TUT-acoustic-scenes-2017,0
b106_130_140,TUT-acoustic-scenes-2017,0
b106_150_160,TUT-acoustic-scenes-2017,0
b106_170_180,TUT-acoustic-scenes-2017,0
b106_160_170,TUT-acoustic-scenes-2017,0
b106_70_80,TUT-acoustic-scenes-2017,0
b106_80_90,TUT-acoustic-scenes-2017,0
b106_60_70,TUT-acoustic-scenes-2017,0
a050_160_170,TUT-acoustic-scenes-2017,0
a050_150_160,TUT-acoustic-scenes-2017,0
a050_170_180,TUT-acoustic-scenes-2017,0
a050_0_10,TUT-acoustic-scenes-2017,0
a050_20_30,TUT-acoustic-scenes-2017,0
a050_10_20,TUT-acoustic-scenes-2017,0
a050_130_140,TUT-acoustic-scenes-2017,0
a050_120_130,TUT-acoustic-scenes-2017,0
a050_140_150,TUT-acoustic-scenes-2017,0
a050_90_100,TUT-acoustic-scenes-2017,0
a050_110_120,TUT-acoustic-scenes-2017,0
a050_100_110,TUT-acoustic-scenes-2017,0
a050_70_80,TUT-acoustic-scenes-2017,0
a050_60_70,TUT-acoustic-scenes-2017,0
a050_80_90,TUT-acoustic-scenes-2017,0
a050_40_50,TUT-acoustic-scenes-2017,0
a050_30_40,TUT-acoustic-scenes-2017,0
a050_50_60,TUT-acoustic-scenes-2017,0
a051_50_60,TUT-acoustic-scenes-2017,0
a051_30_40,TUT-acoustic-scenes-2017,0
a051_40_50,TUT-acoustic-scenes-2017,0
a051_70_80,TUT-acoustic-scenes-2017,0
a051_80_90,TUT-acoustic-scenes-2017,0
a051_60_70,TUT-acoustic-scenes-2017,0
a051_100_110,TUT-acoustic-scenes-2017,0
a051_110_120,TUT-acoustic-scenes-2017,0
a051_90_100,TUT-acoustic-scenes-2017,0
a051_150_160,TUT-acoustic-scenes-2017,0
a051_160_170,TUT-acoustic-scenes-2017,0
a051_170_180,TUT-acoustic-scenes-2017,0
a051_140_150,TUT-acoustic-scenes-2017,0
a051_130_140,TUT-acoustic-scenes-2017,0
a051_120_130,TUT-acoustic-scenes-2017,0
a051_20_30,TUT-acoustic-scenes-2017,0
a051_10_20,TUT-acoustic-scenes-2017,0
a051_0_10,TUT-acoustic-scenes-2017,0
b086_70_80,TUT-acoustic-scenes-2017,0
b086_80_90,TUT-acoustic-scenes-2017,0
b086_60_70,TUT-acoustic-scenes-2017,0
b086_180_190,TUT-acoustic-scenes-2017,0
b086_190_200,TUT-acoustic-scenes-2017,0
b086_200_210,TUT-acoustic-scenes-2017,0
b086_10_20,TUT-acoustic-scenes-2017,0
b086_0_10,TUT-acoustic-scenes-2017,0
b086_20_30,TUT-acoustic-scenes-2017,0
b086_170_180,TUT-acoustic-scenes-2017,0
b086_150_160,TUT-acoustic-scenes-2017,0
b086_160_170,TUT-acoustic-scenes-2017,0
b086_100_110,TUT-acoustic-scenes-2017,0
b086_90_100,TUT-acoustic-scenes-2017,0
b086_110_120,TUT-acoustic-scenes-2017,0
b086_30_40,TUT-acoustic-scenes-2017,0
b086_50_60,TUT-acoustic-scenes-2017,0
b086_40_50,TUT-acoustic-scenes-2017,0
b086_230_240,TUT-acoustic-scenes-2017,0
b086_210_220,TUT-acoustic-scenes-2017,0
b086_220_230,TUT-acoustic-scenes-2017,0
b086_120_130,TUT-acoustic-scenes-2017,0
b086_130_140,TUT-acoustic-scenes-2017,0
b086_140_150,TUT-acoustic-scenes-2017,0
b087_70_80,TUT-acoustic-scenes-2017,0
b087_80_90,TUT-acoustic-scenes-2017,0
b087_60_70,TUT-acoustic-scenes-2017,0
b087_30_40,TUT-acoustic-scenes-2017,0
b087_40_50,TUT-acoustic-scenes-2017,0
b087_50_60,TUT-acoustic-scenes-2017,0
b087_150_160,TUT-acoustic-scenes-2017,0
b087_170_180,TUT-acoustic-scenes-2017,0
b087_160_170,TUT-acoustic-scenes-2017,0
b087_20_30,TUT-acoustic-scenes-2017,0
b087_0_10,TUT-acoustic-scenes-2017,0
b087_10_20,TUT-acoustic-scenes-2017,0
b087_90_100,TUT-acoustic-scenes-2017,0
b087_100_110,TUT-acoustic-scenes-2017,0
b087_110_120,TUT-acoustic-scenes-2017,0
b087_130_140,TUT-acoustic-scenes-2017,0
b087_120_130,TUT-acoustic-scenes-2017,0
b087_140_150,TUT-acoustic-scenes-2017,0
b084_200_210,TUT-acoustic-scenes-2017,0
b084_180_190,TUT-acoustic-scenes-2017,0
b084_190_200,TUT-acoustic-scenes-2017,0
b084_90_100,TUT-acoustic-scenes-2017,0
b084_110_120,TUT-acoustic-scenes-2017,0
b084_100_110,TUT-acoustic-scenes-2017,0
b084_0_10,TUT-acoustic-scenes-2017,0
b084_20_30,TUT-acoustic-scenes-2017,0
b084_10_20,TUT-acoustic-scenes-2017,0
b084_170_180,TUT-acoustic-scenes-2017,0
b084_150_160,TUT-acoustic-scenes-2017,0
b084_160_170,TUT-acoustic-scenes-2017,0
b084_130_140,TUT-acoustic-scenes-2017,0
b084_120_130,TUT-acoustic-scenes-2017,0
b084_140_150,TUT-acoustic-scenes-2017,0
b084_30_40,TUT-acoustic-scenes-2017,0
b084_50_60,TUT-acoustic-scenes-2017,0
b084_40_50,TUT-acoustic-scenes-2017,0
b085_110_120,TUT-acoustic-scenes-2017,0
b085_100_110,TUT-acoustic-scenes-2017,0
b085_90_100,TUT-acoustic-scenes-2017,0
b085_130_140,TUT-acoustic-scenes-2017,0
b085_140_150,TUT-acoustic-scenes-2017,0
b085_120_130,TUT-acoustic-scenes-2017,0
b085_70_80,TUT-acoustic-scenes-2017,0
b085_60_70,TUT-acoustic-scenes-2017,0
b085_80_90,TUT-acoustic-scenes-2017,0
b085_20_30,TUT-acoustic-scenes-2017,0
b085_10_20,TUT-acoustic-scenes-2017,0
b085_0_10,TUT-acoustic-scenes-2017,0
b085_200_210,TUT-acoustic-scenes-2017,0
b085_180_190,TUT-acoustic-scenes-2017,0
b085_190_200,TUT-acoustic-scenes-2017,0
b085_160_170,TUT-acoustic-scenes-2017,0
b085_170_180,TUT-acoustic-scenes-2017,0
b085_150_160,TUT-acoustic-scenes-2017,0
a038_30_40,TUT-acoustic-scenes-2017,0
a038_40_50,TUT-acoustic-scenes-2017,0
a038_50_60,TUT-acoustic-scenes-2017,0
a038_130_140,TUT-acoustic-scenes-2017,0
a038_120_130,TUT-acoustic-scenes-2017,0
a038_140_150,TUT-acoustic-scenes-2017,0
a038_100_110,TUT-acoustic-scenes-2017,0
a038_90_100,TUT-acoustic-scenes-2017,0
a038_110_120,TUT-acoustic-scenes-2017,0
a038_20_30,TUT-acoustic-scenes-2017,0
a038_0_10,TUT-acoustic-scenes-2017,0
a038_10_20,TUT-acoustic-scenes-2017,0
a038_80_90,TUT-acoustic-scenes-2017,0
a038_70_80,TUT-acoustic-scenes-2017,0
a038_60_70,TUT-acoustic-scenes-2017,0
a038_160_170,TUT-acoustic-scenes-2017,0
a038_170_180,TUT-acoustic-scenes-2017,0
a038_150_160,TUT-acoustic-scenes-2017,0
b033_130_140,TUT-acoustic-scenes-2017,0
b033_120_130,TUT-acoustic-scenes-2017,0
b033_140_150,TUT-acoustic-scenes-2017,0
b033_200_210,TUT-acoustic-scenes-2017,0
b033_180_190,TUT-acoustic-scenes-2017,0
b033_190_200,TUT-acoustic-scenes-2017,0
b033_210_220,TUT-acoustic-scenes-2017,0
b033_220_230,TUT-acoustic-scenes-2017,0
b033_230_240,TUT-acoustic-scenes-2017,0
b033_110_120,TUT-acoustic-scenes-2017,0
b033_100_110,TUT-acoustic-scenes-2017,0
b033_90_100,TUT-acoustic-scenes-2017,0
b033_0_10,TUT-acoustic-scenes-2017,0
b033_10_20,TUT-acoustic-scenes-2017,0
b033_20_30,TUT-acoustic-scenes-2017,0
b033_80_90,TUT-acoustic-scenes-2017,0
b033_70_80,TUT-acoustic-scenes-2017,0
b033_60_70,TUT-acoustic-scenes-2017,0
b033_40_50,TUT-acoustic-scenes-2017,0
b033_30_40,TUT-acoustic-scenes-2017,0
b033_50_60,TUT-acoustic-scenes-2017,0
b032_80_90,TUT-acoustic-scenes-2017,0
b032_60_70,TUT-acoustic-scenes-2017,0
b032_70_80,TUT-acoustic-scenes-2017,0
b032_200_210,TUT-acoustic-scenes-2017,0
b032_190_200,TUT-acoustic-scenes-2017,0
b032_180_190,TUT-acoustic-scenes-2017,0
b032_230_240,TUT-acoustic-scenes-2017,0
b032_210_220,TUT-acoustic-scenes-2017,0
b032_220_230,TUT-acoustic-scenes-2017,0
b032_110_120,TUT-acoustic-scenes-2017,0
b032_100_110,TUT-acoustic-scenes-2017,0
b032_90_100,TUT-acoustic-scenes-2017,0
b032_150_160,TUT-acoustic-scenes-2017,0
b032_170_180,TUT-acoustic-scenes-2017,0
b032_160_170,TUT-acoustic-scenes-2017,0
b032_280_290,TUT-acoustic-scenes-2017,0
b032_270_280,TUT-acoustic-scenes-2017,0
b032_290_300,TUT-acoustic-scenes-2017,0
b032_50_60,TUT-acoustic-scenes-2017,0
b032_30_40,TUT-acoustic-scenes-2017,0
b032_40_50,TUT-acoustic-scenes-2017,0
b032_10_20,TUT-acoustic-scenes-2017,0
b032_20_30,TUT-acoustic-scenes-2017,0
b032_0_10,TUT-acoustic-scenes-2017,0
b032_250_260,TUT-acoustic-scenes-2017,0
b032_260_270,TUT-acoustic-scenes-2017,0
b032_240_250,TUT-acoustic-scenes-2017,0
b031_70_80,TUT-acoustic-scenes-2017,0
b031_80_90,TUT-acoustic-scenes-2017,0
b031_60_70,TUT-acoustic-scenes-2017,0
b031_210_220,TUT-acoustic-scenes-2017,0
b031_230_240,TUT-acoustic-scenes-2017,0
b031_220_230,TUT-acoustic-scenes-2017,0
b031_200_210,TUT-acoustic-scenes-2017,0
b031_180_190,TUT-acoustic-scenes-2017,0
b031_190_200,TUT-acoustic-scenes-2017,0
b031_50_60,TUT-acoustic-scenes-2017,0
b031_30_40,TUT-acoustic-scenes-2017,0
b031_40_50,TUT-acoustic-scenes-2017,0
b031_0_10,TUT-acoustic-scenes-2017,0
b031_20_30,TUT-acoustic-scenes-2017,0
b031_10_20,TUT-acoustic-scenes-2017,0
b031_120_130,TUT-acoustic-scenes-2017,0
b031_130_140,TUT-acoustic-scenes-2017,0
b031_140_150,TUT-acoustic-scenes-2017,0
b031_110_120,TUT-acoustic-scenes-2017,0
b031_90_100,TUT-acoustic-scenes-2017,0
b031_100_110,TUT-acoustic-scenes-2017,0
b031_150_160,TUT-acoustic-scenes-2017,0
b031_170_180,TUT-acoustic-scenes-2017,0
b031_160_170,TUT-acoustic-scenes-2017,0
b030_110_120,TUT-acoustic-scenes-2017,0
b030_90_100,TUT-acoustic-scenes-2017,0
b030_100_110,TUT-acoustic-scenes-2017,0
b030_0_10,TUT-acoustic-scenes-2017,0
b030_10_20,TUT-acoustic-scenes-2017,0
b030_20_30,TUT-acoustic-scenes-2017,0
b030_270_280,TUT-acoustic-scenes-2017,0
b030_290_300,TUT-acoustic-scenes-2017,0
b030_280_290,TUT-acoustic-scenes-2017,0
b030_30_40,TUT-acoustic-scenes-2017,0
b030_50_60,TUT-acoustic-scenes-2017,0
b030_40_50,TUT-acoustic-scenes-2017,0
b030_220_230,TUT-acoustic-scenes-2017,0
b030_210_220,TUT-acoustic-scenes-2017,0
b030_230_240,TUT-acoustic-scenes-2017,0
b030_170_180,TUT-acoustic-scenes-2017,0
b030_150_160,TUT-acoustic-scenes-2017,0
b030_160_170,TUT-acoustic-scenes-2017,0
b030_240_250,TUT-acoustic-scenes-2017,0
b030_250_260,TUT-acoustic-scenes-2017,0
b030_260_270,TUT-acoustic-scenes-2017,0
b030_140_150,TUT-acoustic-scenes-2017,0
b030_120_130,TUT-acoustic-scenes-2017,0
b030_130_140,TUT-acoustic-scenes-2017,0
b030_180_190,TUT-acoustic-scenes-2017,0
b030_190_200,TUT-acoustic-scenes-2017,0
b030_200_210,TUT-acoustic-scenes-2017,0
b030_80_90,TUT-acoustic-scenes-2017,0
b030_60_70,TUT-acoustic-scenes-2017,0
b030_70_80,TUT-acoustic-scenes-2017,0
a030_60_70,TUT-acoustic-scenes-2017,0
a030_70_80,TUT-acoustic-scenes-2017,0
a030_80_90,TUT-acoustic-scenes-2017,0
a030_10_20,TUT-acoustic-scenes-2017,0
a030_0_10,TUT-acoustic-scenes-2017,0
a030_20_30,TUT-acoustic-scenes-2017,0
a030_110_120,TUT-acoustic-scenes-2017,0
a030_90_100,TUT-acoustic-scenes-2017,0
a030_100_110,TUT-acoustic-scenes-2017,0
a030_30_40,TUT-acoustic-scenes-2017,0
a030_50_60,TUT-acoustic-scenes-2017,0
a030_40_50,TUT-acoustic-scenes-2017,0
a030_120_130,TUT-acoustic-scenes-2017,0
a030_130_140,TUT-acoustic-scenes-2017,0
a030_140_150,TUT-acoustic-scenes-2017,0
a030_150_160,TUT-acoustic-scenes-2017,0
a030_170_180,TUT-acoustic-scenes-2017,0
a030_160_170,TUT-acoustic-scenes-2017,0
a031_0_10,TUT-acoustic-scenes-2017,0
a031_10_20,TUT-acoustic-scenes-2017,0
a031_20_30,TUT-acoustic-scenes-2017,0
a031_30_40,TUT-acoustic-scenes-2017,0
a031_50_60,TUT-acoustic-scenes-2017,0
a031_40_50,TUT-acoustic-scenes-2017,0
a031_90_100,TUT-acoustic-scenes-2017,0
a031_110_120,TUT-acoustic-scenes-2017,0
a031_100_110,TUT-acoustic-scenes-2017,0
a031_150_160,TUT-acoustic-scenes-2017,0
a031_160_170,TUT-acoustic-scenes-2017,0
a031_170_180,TUT-acoustic-scenes-2017,0
a031_70_80,TUT-acoustic-scenes-2017,0
a031_80_90,TUT-acoustic-scenes-2017,0
a031_60_70,TUT-acoustic-scenes-2017,0
a031_140_150,TUT-acoustic-scenes-2017,0
a031_120_130,TUT-acoustic-scenes-2017,0
a031_130_140,TUT-acoustic-scenes-2017,0
a036_170_180,TUT-acoustic-scenes-2017,0
a036_150_160,TUT-acoustic-scenes-2017,0
a036_160_170,TUT-acoustic-scenes-2017,0
a036_80_90,TUT-acoustic-scenes-2017,0
a036_60_70,TUT-acoustic-scenes-2017,0
a036_70_80,TUT-acoustic-scenes-2017,0
a036_40_50,TUT-acoustic-scenes-2017,0
a036_30_40,TUT-acoustic-scenes-2017,0
a036_50_60,TUT-acoustic-scenes-2017,0
a036_90_100,TUT-acoustic-scenes-2017,0
a036_110_120,TUT-acoustic-scenes-2017,0
a036_100_110,TUT-acoustic-scenes-2017,0
a036_120_130,TUT-acoustic-scenes-2017,0
a036_140_150,TUT-acoustic-scenes-2017,0
a036_130_140,TUT-acoustic-scenes-2017,0
a036_20_30,TUT-acoustic-scenes-2017,0
a036_0_10,TUT-acoustic-scenes-2017,0
a036_10_20,TUT-acoustic-scenes-2017,0
b029_90_100,TUT-acoustic-scenes-2017,0
b029_100_110,TUT-acoustic-scenes-2017,0
b029_110_120,TUT-acoustic-scenes-2017,0
b029_120_130,TUT-acoustic-scenes-2017,0
b029_140_150,TUT-acoustic-scenes-2017,0
b029_130_140,TUT-acoustic-scenes-2017,0
b029_200_210,TUT-acoustic-scenes-2017,0
